Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1205,DataAnalytics,108,4080,$247.80 ,18,4,0.037,"$1,363 ",11/30/2024,Hyderabad,Tablet,Online Data Analytic
A1206,Data analytics ,150,4113,$219.67 ,12,7,0.047,"$1,196 ",11/22/2024,Hyderabad,Mobile,Learn Data Analytics
A1207,DataAnalytics,90,5119,$226.58 ,14,10,0.111,"$1,348 ",11/7/2024,Hyderabad,Desktop,Analytics For Data
A1208,Data Analytics ,98,3422,$223.55 ,17,7,NA,"$1,414 ",11/19/2024,Hyderabad,Tablet,Online Data Analytic
A1209,Data Analytcis ,130,3327,$224.83 ,13,3,0.023,"$1,668 ",16-11-2024,Hyderabad,Mobile,Online Data Analytic
A1210,Data Analytcis ,199,NA,$199.98 ,15,8,0.04,"$1,467 ",11/8/2024,Hyderabad,Tablet,Data Anaytics Training
A1211,DataAnalytics,101,3241,$183.34 ,24,NA,NA,"$1,483 ",10/11/2024,Hyderabad,Tablet,Data Anaytics Training
A1212,Data analytics ,118,3970,NA,27,9,0.076,"$1,036 ",11/19/2024,Hyderabad,Desktop,Data Analytics Course
A1213,Data Analytics ,199,5734,$247.99 ,18,NA,NA,"$1,455 ",11/11/2024,Hyderabad,Desktop,Data Analitics Online
A1214,DataAnalytics,183,4001,$237.85 ,23,4,0.022,"$1,430 ",11/21/2024,Hyderabad,Mobile,Online Data Analytic
A1215,Data analytics ,126,4206,$233.76 ,29,10,0.041,"$1,998 ",11/6/2024,Hyderabad,Tablet,Online Data Analytic
A1216,Data analytics ,199,4745,NA,13,9,NA,"$1,800 ",11/28/2024,Hyderabad,Tablet,Analytics For Data
A1217,DataAnalytics,92,4042,$200.75 ,15,7,0.076,"$1,234 ",11/24/2024,Hyderabad,Tablet,Learn Data Analytics
A1218,Data analytics ,NA,4883,$249.61 ,10,3,NA,"$1,464 ",11/12/2024,Hyderabad,Tablet,Online Data Analytic
A1219,DataAnalytics,92,3748,$208.15 ,14,8,0.087,"$1,297 ",11/2/2024,Hyderabad,Desktop,Analytics For Data
A1220,Data analytics ,135,3480,$224.94 ,11,4,0.03,"$1,398 ",11/23/2024,Hyderabad,Tablet,Data Analitics Online
A1221,DataAnalytics,177,3007,$223.22 ,30,8,0.045,"$1,766 ",11/2/2024,Hyderabad,Mobile,Data Analitics Online
A1222,Data Analytics ,117,3380,$186.73 ,21,10,0.055,"$1,958 ",11/19/2024,Hyderabad,Desktop,Data Anaytics Training
A1223,DataAnalytics,127,4823,$194.69 ,11,10,0.057,"$1,496 ",15-11-2024,Hyderabad,Desktop,Data Analytics Course
A1224,Data Analytcis ,132,4490,$202.45 ,10,7,0.053,"$1,441 ",11/10/2024,Hyderabad,Mobile,Data Analitics Online
A1225,DataAnalytics,102,5149,$229.48 ,27,9,0.088,"$1,137 ",26-11-2024,Hyderabad,Desktop,Learn Data Analytics
A1226,Data analytics ,91,4290,$213.74 ,NA,10,NA,"$1,797 ",11/16/2024,Hyderabad,Mobile,Online Data Analytic
A1227,Data analytics ,163,5643,$217.40 ,30,6,NA,"$1,678 ",11/1/2024,Hyderabad,Desktop,Data Analitics Online
A1228,Data Analytics ,92,3916,$188.10 ,NA,6,0.065,"$1,005 ",11/14/2024,Hyderabad,Desktop,Online Data Analytic
A1229,Data analytics ,165,4551,$185.35 ,30,NA,NA,"$1,662 ",11/6/2024,Hyderabad,Desktop,Data Analitics Online
A1230,Data Analytics ,127,3344,$201.70 ,10,8,NA,"$1,190 ",11/11/2024,Hyderabad,Desktop,Analytics For Data
A1231,Data Analytics ,178,4441,$231.97 ,22,4,0.022,"$1,886 ",11/24/2024,Hyderabad,Mobile,Analytics For Data
A1232,Data analytics ,101,NA,$234.17 ,29,5,0.05,"$1,568 ",11/27/2024,Hyderabad,Mobile,Data Anaytics Training
A1233,Data analytics ,161,5977,$193.27 ,24,NA,NA,"$1,366 ",13-11-2024,Hyderabad,Desktop,Online Data Analytic
A1234,Data analytics ,95,4562,$187.62 ,24,9,0.095,"$1,239 ",11/26/2024,Hyderabad,Desktop,Data Anaytics Training
A1235,Data Analytcis ,85,5099,$232.56 ,28,9,NA,"$1,526 ",2/11/2024,Hyderabad,Mobile,Data Anaytics Training
A1236,Data Analytics ,192,5852,$181.05 ,16,8,0.042,"$1,600 ",11/21/2024,Hyderabad,Desktop,Analytics For Data
A1237,Data analytics ,80,3823,$181.57 ,13,4,NA,"$1,564 ",11/13/2024,Hyderabad,Desktop,Online Data Analytic
A1238,DataAnalytics,191,4612,$238.23 ,20,10,0.052,"$1,531 ",1/11/2024,Hyderabad,Mobile,Learn Data Analytics
A1239,DataAnalytics,147,5881,$196.34 ,23,7,0.048,"$1,614 ",11/18/2024,Hyderabad,Desktop,Data Anaytics Training
A1240,Data Analytics ,100,5204,$197.53 ,26,4,0.04,"$1,675 ",24-11-2024,Hyderabad,Tablet,Data Analytics Course
A1241,Data Analytcis ,82,5130,$233.75 ,NA,9,0.11,NA,15-11-2024,Hyderabad,Mobile,Data Analitics Online
A1242,DataAnalytics,123,5231,$202.93 ,30,10,0.081,"$1,551 ",11/23/2024,Hyderabad,Desktop,Online Data Analytic
A1243,Data analytics ,165,5980,$248.41 ,17,3,0.018,"$1,803 ",6/11/2024,Hyderabad,Tablet,Online Data Analytic
A1244,DataAnalytics,167,3202,$214.87 ,26,6,0.036,"$1,571 ",12/11/2024,Hyderabad,Desktop,Data Analitics Online
A1245,Data analytics ,111,5847,$196.71 ,21,9,0.081,"$1,445 ",11/30/2024,Hyderabad,Mobile,Online Data Analytic
A1246,Data Analytcis ,94,4359,NA,28,5,0.045,"$1,920 ",11/7/2024,Hyderabad,Tablet,Learn Data Analytics
A1247,Data Analytics ,179,3185,$236.74 ,29,5,NA,"$1,156 ",11/11/2024,Hyderabad,Desktop,Data Analytics Course
A1248,DataAnalytics,166,5592,$183.03 ,22,4,0.024,"$1,636 ",11/22/2024,Hyderabad,Tablet,Online Data Analytic
A1249,Data Analytcis ,90,5062,$191.40 ,23,6,NA,"$1,775 ",11/19/2024,Hyderabad,Tablet,Data Analytics Course
A1250,Data Analytcis ,106,5830,$241.90 ,29,10,0.035,"$1,897 ",11/2/2024,Hyderabad,Desktop,Data Anaytics Training
A1251,Data Analytics ,NA,4629,$236.96 ,10,6,NA,"$1,183 ",6/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1252,Data analytics ,158,4780,$247.20 ,23,9,NA,"$1,005 ",11/24/2024,Hyderabad,Desktop,Learn Data Analytics
A1253,Data Analytics ,187,3800,$241.00 ,16,8,0.043,"$1,842 ",11/9/2024,Hyderabad,Mobile,Analytics For Data
A1254,Data analytics ,95,4096,$242.69 ,26,9,0.095,"$1,550 ",22-11-2024,Hyderabad,Tablet,Online Data Analytic
A1255,Data Analytcis ,118,3562,$231.50 ,12,3,0.025,"$1,856 ",11/19/2024,Hyderabad,Desktop,Data Analytics Course
A1256,DataAnalytics,166,3910,$191.32 ,27,7,0.042,NA,11/15/2024,Hyderabad,Mobile,Analytics For Data
A1257,DataAnalytics,146,5411,$201.76 ,28,7,0.048,"$1,393 ",14-11-2024,Hyderabad,Desktop,Data Analitics Online
A1258,DataAnalytics,101,4026,$219.68 ,22,9,0.089,"$1,149 ",15-11-2024,Hyderabad,Desktop,Analytics For Data
A1259,Data analytics ,185,3716,$218.23 ,27,7,0.056,"$1,015 ",11/3/2024,Hyderabad,Desktop,Online Data Analytic
A1260,Data Analytcis ,147,5162,$186.79 ,30,7,0.048,"$1,733 ",11/25/2024,Hyderabad,Desktop,Analytics For Data
A1261,Data Analytcis ,188,3859,$211.83 ,30,9,0.048,"$1,719 ",11/28/2024,Hyderabad,Mobile,Online Data Analytic
A1262,Data analytics ,122,3350,$225.89 ,28,3,NA,"$1,509 ",11/24/2024,Hyderabad,Desktop,Data Analitics Online
A1263,Data Analytics ,143,5340,NA,20,9,0.063,"$1,223 ",11/5/2024,Hyderabad,Tablet,Online Data Analytic
A1264,Data Analytics ,170,3124,$234.92 ,17,3,0.018,"$1,232 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1265,Data Analytics ,114,5017,$242.62 ,11,6,0.053,"$1,303 ",11/17/2024,Hyderabad,Mobile,Data Analitics Online
A1266,Data Analytics ,186,3424,$201.81 ,27,3,0.016,"$1,337 ",11/26/2024,Hyderabad,Desktop,Data Anaytics Training
A1267,Data Analytcis ,120,4060,$210.95 ,24,9,0.075,"$1,376 ",11/5/2024,Hyderabad,Tablet,Data Analitics Online
A1268,Data Analytcis ,130,5688,$212.05 ,21,5,0.038,"$1,454 ",17-11-2024,Hyderabad,Desktop,Learn Data Analytics
A1269,Data Analytics ,178,5029,$189.79 ,25,8,0.045,"$1,510 ",9/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1270,DataAnalytics,196,5476,$204.63 ,19,4,0.02,"$1,288 ",26-11-2024,Hyderabad,Desktop,Data Anaytics Training
A1271,Data Analytcis ,110,5000,$197.89 ,18,3,0.027,"$1,110 ",11/12/2024,Hyderabad,Desktop,Online Data Analytic
A1272,Data Analytcis ,95,4141,$207.14 ,22,3,0.054,"$1,929 ",11/11/2024,Hyderabad,Tablet,Learn Data Analytics
A1273,Data analytics ,183,4791,$232.97 ,27,5,NA,"$1,476 ",11/21/2024,Hyderabad,Desktop,Data Analitics Online
A1274,DataAnalytics,100,4168,$193.60 ,30,3,0.03,"$1,692 ",11/25/2024,Hyderabad,Desktop,Online Data Analytic
A1275,Data Analytcis ,187,3741,$226.11 ,27,10,0.053,"$1,342 ",14-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1276,Data Analytcis ,90,3577,$233.54 ,24,5,0.052,"$1,175 ",11/14/2024,Hyderabad,Tablet,Analytics For Data
A1277,Data Analytics ,148,4469,$209.76 ,25,8,0.054,NA,11/25/2024,Hyderabad,Tablet,Data Analytics Course
A1278,Data Analytcis ,129,3611,$227.82 ,11,7,0.054,"$1,250 ",11/22/2024,Hyderabad,Tablet,Data Anaytics Training
A1279,Data Analytcis ,120,3947,$193.49 ,15,6,0.05,"$1,305 ",11/12/2024,Hyderabad,Mobile,Data Anaytics Training
A1280,Data Analytcis ,82,4239,$191.75 ,23,8,NA,"$1,062 ",11/22/2024,Hyderabad,Mobile,Learn Data Analytics
A1281,Data Analytics ,145,5973,$242.16 ,12,7,0.048,"$1,508 ",11/14/2024,Hyderabad,Tablet,Online Data Analytic
A1282,Data Analytics ,190,4525,$188.85 ,10,5,0.026,"$1,875 ",11/1/2024,Hyderabad,Tablet,Data Anaytics Training
A1283,Data analytics ,137,4395,$241.58 ,24,4,0.043,"$1,512 ",11/6/2024,Hyderabad,Desktop,Online Data Analytic
A1284,Data Analytics ,157,3047,$222.66 ,19,3,0.019,"$1,964 ",1/11/2024,Hyderabad,Mobile,Data Analitics Online
A1285,DataAnalytics,105,5348,$226.10 ,27,5,0.048,"$1,003 ",12/11/2024,Hyderabad,Tablet,Learn Data Analytics
A1286,Data Analytics ,149,3101,$231.44 ,15,9,0.06,"$1,126 ",11/6/2024,Hyderabad,Tablet,Data Anaytics Training
A1287,Data Analytics ,159,3693,$187.09 ,24,6,0.038,"$1,256 ",24-11-2024,Hyderabad,Desktop,Learn Data Analytics
A1288,Data Analytics ,150,5590,NA,20,8,NA,"$1,286 ",2/11/2024,Hyderabad,Mobile,Data Analytics Course
A1289,Data analytics ,NA,5277,$227.46 ,10,5,NA,"$1,541 ",11/15/2024,Hyderabad,Tablet,Data Analitics Online
A1290,Data analytics ,98,4653,$205.84 ,29,5,0.051,"$1,866 ",2/11/2024,Hyderabad,Mobile,Data Analitics Online
A1291,Data Analytics ,86,3513,$211.16 ,22,7,NA,"$1,917 ",10/11/2024,Hyderabad,Desktop,Data Analytics Course
A1292,Data Analytics ,128,5772,$235.54 ,20,10,0.078,"$1,215 ",4/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1293,Data analytics ,105,5840,$236.56 ,22,8,0.047,"$1,811 ",24-11-2024,Hyderabad,Tablet,Data Analytics Course
A1294,Data analytics ,90,NA,$249.00 ,21,10,NA,"$1,245 ",19-11-2024,Hyderabad,Mobile,Data Analytics Course
A1295,Data Analytics ,89,5158,$211.76 ,20,5,0.056,"$1,119 ",11/21/2024,Hyderabad,Desktop,Online Data Analytic
A1296,Data analytics ,119,3489,$194.36 ,14,3,0.055,"$1,633 ",11/10/2024,Hyderabad,Mobile,Data Analytics Course
A1297,DataAnalytics,173,3977,$229.82 ,30,5,0.037,"$1,584 ",11/22/2024,Hyderabad,Desktop,Learn Data Analytics
A1298,Data Analytics ,95,3397,$181.89 ,NA,7,0.074,"$1,560 ",11/27/2024,Hyderabad,Tablet,Data Analytics Course
A1299,Data Analytics ,112,5194,$245.97 ,10,5,0.045,"$1,016 ",21-11-2024,Hyderabad,Tablet,Data Anaytics Training
A1300,Data Analytcis ,134,3007,$217.53 ,10,5,0.037,"$1,371 ",30-11-2024,Hyderabad,Mobile,Data Anaytics Training
A1301,Data Analytcis ,113,5721,$216.70 ,11,6,0.053,"$1,743 ",11/17/2024,Hyderabad,Desktop,Data Anaytics Training
A1302,DataAnalytics,157,3546,$189.11 ,16,5,0.032,"$1,333 ",28-11-2024,Hyderabad,Mobile,Data Analitics Online
A1303,DataAnalytics,105,3670,$245.85 ,24,9,NA,"$1,653 ",11/24/2024,Hyderabad,Tablet,Data Analytics Course
A1304,Data analytics ,162,5915,$211.96 ,11,NA,NA,"$1,394 ",11/20/2024,Hyderabad,Tablet,Analytics For Data
A1305,Data Analytcis ,NA,4450,$219.21 ,16,10,0.056,"$1,917 ",11/10/2024,Hyderabad,Mobile,Learn Data Analytics
A1306,DataAnalytics,136,5782,$189.65 ,23,6,0.044,"$1,951 ",11/11/2024,Hyderabad,Tablet,Data Anaytics Training
A1307,DataAnalytics,192,4339,$245.57 ,24,8,0.047,"$1,284 ",11/18/2024,Hyderabad,Mobile,Learn Data Analytics
A1308,Data analytics ,147,5870,NA,14,8,0.054,"$1,748 ",11/2/2024,Hyderabad,Mobile,Data Anaytics Training
A1309,DataAnalytics,164,5662,$186.41 ,11,9,0.055,"$1,020 ",17-11-2024,Hyderabad,Tablet,Data Analytics Course
A1310,DataAnalytics,192,5130,$184.63 ,19,4,NA,"$1,087 ",11/7/2024,Hyderabad,Desktop,Data Analytics Course
A1311,Data Analytcis ,139,4608,$224.99 ,12,8,NA,"$1,095 ",11/12/2024,Hyderabad,Desktop,Data Anaytics Training
A1312,Data Analytics ,199,5290,$218.55 ,20,7,0.035,"$1,234 ",11/30/2024,Hyderabad,Tablet,Learn Data Analytics
A1313,Data Analytcis ,82,4961,$220.29 ,27,7,0.059,"$1,149 ",2/11/2024,Hyderabad,Tablet,Data Analytics Course
A1314,Data Analytics ,175,4347,$242.06 ,17,3,0.017,"$1,617 ",11/22/2024,Hyderabad,Desktop,Data Anaytics Training
A1315,Data analytics ,181,5664,$204.74 ,22,5,0.028,"$1,719 ",22-11-2024,Hyderabad,Desktop,Data Analytics Course
A1316,DataAnalytics,146,3757,$192.59 ,25,9,NA,"$1,169 ",11/9/2024,Hyderabad,Desktop,Online Data Analytic
A1317,Data Analytcis ,192,4225,$242.00 ,24,6,0.031,"$1,032 ",11/1/2024,Hyderabad,Mobile,Data Analitics Online
A1318,Data analytics ,149,3410,$181.12 ,20,4,0.033,"$1,806 ",11/17/2024,Hyderabad,Desktop,Learn Data Analytics
A1319,Data Analytcis ,93,3934,$226.84 ,20,6,0.065,"$1,964 ",11/18/2024,Hyderabad,Mobile,Data Analitics Online
A1320,Data Analytcis ,182,3384,$187.67 ,18,8,0.044,"$1,769 ",11/1/2024,Hyderabad,Desktop,Analytics For Data
A1321,Data analytics ,99,3842,$246.30 ,23,8,0.081,"$1,452 ",10/11/2024,Hyderabad,Tablet,Online Data Analytic
A1322,Data analytics ,188,4022,$238.61 ,20,8,0.043,NA,11/6/2024,Hyderabad,Mobile,Data Analitics Online
A1323,Data Analytics ,193,5786,$201.51 ,16,10,0.052,"$1,617 ",11/5/2024,Hyderabad,Tablet,Data Anaytics Training
A1324,Data Analytcis ,107,4423,$239.47 ,25,9,0.084,"$1,370 ",11/23/2024,Hyderabad,Desktop,Analytics For Data
A1325,DataAnalytics,131,4228,$230.18 ,16,9,0.069,"$1,393 ",11/7/2024,Hyderabad,Desktop,Data Anaytics Training
A1326,Data Analytics ,139,5120,$199.30 ,24,5,0.036,"$1,835 ",11/23/2024,Hyderabad,Mobile,Data Analytics Course
A1327,DataAnalytics,141,3600,$227.54 ,20,6,0.043,"$1,367 ",11/7/2024,Hyderabad,Desktop,Learn Data Analytics
A1328,Data analytics ,175,5016,NA,16,3,0.017,"$1,836 ",11/7/2024,Hyderabad,Tablet,Learn Data Analytics
A1329,Data Analytics ,96,5771,$213.98 ,30,3,0.031,"$1,130 ",30-11-2024,Hyderabad,Mobile,Analytics For Data
A1330,DataAnalytics,NA,4615,$194.89 ,12,6,NA,"$1,923 ",11/25/2024,Hyderabad,Tablet,Data Anaytics Training
A1331,Data Analytics ,187,3115,$184.61 ,12,3,0.016,"$1,324 ",11/30/2024,Hyderabad,Mobile,Learn Data Analytics
A1332,DataAnalytics,153,5886,$218.33 ,29,3,0.02,"$1,424 ",11/20/2024,Hyderabad,Mobile,Analytics For Data
A1333,DataAnalytics,122,4929,$192.72 ,10,10,0.082,NA,11/12/2024,Hyderabad,Desktop,Data Anaytics Training
A1334,Data Analytics ,151,4357,$238.69 ,28,9,0.06,"$1,447 ",11/13/2024,Hyderabad,Tablet,Analytics For Data
A1335,Data analytics ,116,4519,$184.29 ,23,7,NA,"$1,070 ",11/12/2024,Hyderabad,Desktop,Data Anaytics Training
A1336,Data analytics ,145,5612,$207.34 ,22,4,0.028,"$1,689 ",12/11/2024,Hyderabad,Desktop,Learn Data Analytics
A1337,Data Analytics ,90,3251,$198.69 ,12,7,0.078,"$1,044 ",30-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1338,Data Analytics ,133,3360,$203.78 ,13,9,0.068,"$1,654 ",11/14/2024,Hyderabad,Mobile,Online Data Analytic
A1339,DataAnalytics,135,5891,$245.69 ,21,6,0.044,"$1,947 ",11/5/2024,Hyderabad,Mobile,Learn Data Analytics
A1340,Data Analytcis ,155,5835,$239.52 ,10,4,0.041,NA,11/13/2024,Hyderabad,Mobile,Analytics For Data
A1341,Data analytics ,100,4928,$186.68 ,22,10,0.1,"$1,071 ",11/23/2024,Hyderabad,Mobile,Analytics For Data
A1342,Data Analytcis ,138,4049,$182.66 ,20,7,0.051,"$1,292 ",11/20/2024,Hyderabad,Mobile,Online Data Analytic
A1343,DataAnalytics,109,4114,$243.33 ,18,6,0.044,"$1,456 ",11/25/2024,Hyderabad,Tablet,Learn Data Analytics
A1344,Data analytics ,124,3947,$198.11 ,11,4,0.032,"$1,308 ",26-11-2024,Hyderabad,Mobile,Data Analytics Course
A1345,Data Analytcis ,NA,3705,$239.26 ,25,NA,NA,"$1,506 ",2/11/2024,Hyderabad,Tablet,Online Data Analytic
A1346,Data Analytics ,197,5365,$208.86 ,14,4,0.031,"$1,106 ",11/1/2024,Hyderabad,Tablet,Data Anaytics Training
A1347,Data Analytcis ,114,5213,$224.65 ,26,4,0.035,"$1,218 ",11/29/2024,Hyderabad,Tablet,Online Data Analytic
A1348,Data analytics ,117,3951,$212.02 ,16,5,0.052,"$1,949 ",11/10/2024,Hyderabad,Desktop,Data Anaytics Training
A1349,Data Analytics ,198,3405,$224.90 ,13,10,0.051,"$1,631 ",11/14/2024,Hyderabad,Tablet,Online Data Analytic
A1350,Data Analytcis ,160,5367,$208.47 ,20,8,NA,"$1,853 ",15-11-2024,Hyderabad,Tablet,Data Analytics Course
A1351,DataAnalytics,137,3602,$194.55 ,23,5,0.036,"$1,580 ",11/2/2024,Hyderabad,Tablet,Data Analytics Course
A1352,Data analytics ,163,3917,$209.01 ,10,3,NA,"$1,823 ",11/17/2024,Hyderabad,Tablet,Data Anaytics Training
A1353,Data Analytics ,138,5671,$244.12 ,26,3,NA,NA,13-11-2024,Hyderabad,Tablet,Analytics For Data
A1354,Data Analytics ,194,5019,$227.67 ,28,7,0.036,"$1,019 ",22-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1355,Data Analytics ,177,3569,$190.31 ,13,8,0.035,"$1,403 ",11/25/2024,Hyderabad,Mobile,Online Data Analytic
A1356,DataAnalytics,113,3420,$223.48 ,22,10,0.058,"$1,138 ",11/23/2024,Hyderabad,Mobile,Online Data Analytic
A1357,Data analytics ,133,3064,$221.80 ,22,5,0.038,"$1,538 ",11/11/2024,Hyderabad,Mobile,Learn Data Analytics
A1358,DataAnalytics,118,3730,$207.50 ,25,8,0.039,"$1,011 ",11/12/2024,Hyderabad,Mobile,Data Anaytics Training
A1359,Data Analytcis ,109,5852,$235.44 ,20,5,0.046,"$1,946 ",14-11-2024,Hyderabad,Desktop,Analytics For Data
A1360,Data analytics ,109,4011,$184.51 ,13,6,0.053,"$1,375 ",11/23/2024,Hyderabad,Desktop,Data Analitics Online
A1361,Data Analytcis ,128,4636,$243.83 ,20,10,0.059,"$1,941 ",2/11/2024,Hyderabad,Mobile,Data Anaytics Training
A1362,Data Analytics ,181,3087,$201.29 ,19,10,NA,NA,20-11-2024,Hyderabad,Mobile,Data Analitics Online
A1363,Data Analytics ,89,5872,$198.32 ,14,6,0.067,"$1,553 ",11/20/2024,Hyderabad,Mobile,Online Data Analytic
A1364,Data Analytics ,157,5762,$248.10 ,26,4,0.025,"$1,999 ",11/5/2024,Hyderabad,Tablet,Data Analitics Online
A1365,DataAnalytics,88,3396,$193.79 ,19,5,0.057,"$1,860 ",11/18/2024,Hyderabad,Mobile,Online Data Analytic
A1366,DataAnalytics,130,3092,$211.39 ,28,7,0.054,"$1,031 ",11/24/2024,Hyderabad,Tablet,Data Analytics Course
A1367,Data analytics ,194,4240,$213.45 ,18,4,NA,"$1,890 ",11/23/2024,Hyderabad,Tablet,Data Analitics Online
A1368,DataAnalytics,180,4297,$200.04 ,24,5,NA,"$1,050 ",11/18/2024,Hyderabad,Mobile,Data Analytics Course
A1369,DataAnalytics,NA,5518,$243.83 ,15,10,NA,"$1,862 ",11/22/2024,Hyderabad,Mobile,Data Analitics Online
A1370,Data Analytics ,NA,5039,$235.44 ,24,7,NA,"$1,839 ",11/8/2024,Hyderabad,Desktop,Data Analitics Online
A1371,Data Analytcis ,NA,3596,$210.31 ,23,9,NA,"$1,269 ",11/1/2024,Hyderabad,Tablet,Online Data Analytic
A1372,DataAnalytics,118,4845,$190.25 ,11,3,0.046,"$1,446 ",11/18/2024,Hyderabad,Desktop,Analytics For Data
A1373,Data analytics ,101,4883,$237.89 ,11,6,NA,"$1,368 ",11/14/2024,Hyderabad,Desktop,Analytics For Data
A1374,Data Analytics ,120,4618,$200.91 ,18,7,0.058,"$1,775 ",11/2/2024,Hyderabad,Tablet,Data Analitics Online
A1375,Data Analytcis ,194,3941,$240.35 ,27,10,0.052,"$1,373 ",11/11/2024,Hyderabad,Desktop,Data Analytics Course
A1376,Data Analytcis ,135,5096,$230.32 ,14,4,0.03,"$1,478 ",11/18/2024,Hyderabad,Mobile,Data Anaytics Training
A1377,DataAnalytics,190,5537,$188.98 ,20,4,0.021,"$1,989 ",11/4/2024,Hyderabad,Tablet,Learn Data Analytics
A1378,Data Analytcis ,198,4208,$180.06 ,19,8,0.04,"$1,462 ",11/8/2024,Hyderabad,Mobile,Data Anaytics Training
A1379,Data analytics ,87,5358,$236.57 ,19,5,0.057,"$1,141 ",11/2/2024,Hyderabad,Tablet,Learn Data Analytics
A1380,Data Analytcis ,106,5583,$218.81 ,13,3,0.028,"$1,049 ",15-11-2024,Hyderabad,Desktop,Data Analytics Course
A1381,Data analytics ,169,3069,$227.70 ,12,5,0.03,"$1,063 ",28-11-2024,Hyderabad,Mobile,Data Analytics Course
A1382,Data analytics ,195,3738,$202.08 ,18,7,NA,"$1,647 ",11/16/2024,Hyderabad,Tablet,Online Data Analytic
A1383,Data analytics ,161,4852,$235.10 ,10,8,0.05,"$1,738 ",11/24/2024,Hyderabad,Desktop,Online Data Analytic
A1384,Data analytics ,195,5120,$249.60 ,26,3,0.015,"$1,571 ",11/4/2024,Hyderabad,Mobile,Data Anaytics Training
A1385,Data Analytcis ,111,3550,$231.81 ,10,9,0.081,"$1,462 ",11/26/2024,Hyderabad,Mobile,Data Anaytics Training
A1386,DataAnalytics,124,5618,$205.95 ,25,7,0.056,"$1,374 ",19-11-2024,Hyderabad,Mobile,Data Analytics Course
A1387,Data Analytics ,89,4700,$219.95 ,28,6,0.067,"$1,493 ",11/19/2024,Hyderabad,Mobile,Data Analytics Course
A1388,Data Analytics ,122,5874,$201.04 ,10,7,NA,"$1,352 ",30-11-2024,Hyderabad,Desktop,Data Analytics Course
A1389,DataAnalytics,177,5965,$199.70 ,28,3,0.017,"$1,090 ",11/13/2024,Hyderabad,Mobile,Data Analitics Online
A1390,Data Analytics ,163,5774,$221.61 ,29,9,0.055,"$1,396 ",11/8/2024,Hyderabad,Desktop,Learn Data Analytics
A1391,DataAnalytics,124,4079,$189.07 ,18,3,0.024,"$1,430 ",11/23/2024,Hyderabad,Desktop,Data Analytics Course
A1392,Data Analytics ,105,3670,$218.45 ,25,6,NA,"$1,650 ",11/22/2024,Hyderabad,Desktop,Online Data Analytic
A1393,Data analytics ,122,3394,NA,20,4,NA,"$1,053 ",11/3/2024,Hyderabad,Mobile,Data Analitics Online
A1394,Data Analytics ,166,5730,$241.30 ,16,5,0.03,NA,11/17/2024,Hyderabad,Mobile,Data Analitics Online
A1395,Data Analytcis ,96,3761,$196.45 ,10,5,0.035,"$1,518 ",11/30/2024,Hyderabad,Tablet,Online Data Analytic
A1396,Data analytics ,135,4505,$214.64 ,17,9,NA,"$1,500 ",6/11/2024,Hyderabad,Mobile,Online Data Analytic
A1397,Data analytics ,179,3975,$183.25 ,14,3,0.017,NA,11/6/2024,Hyderabad,Tablet,Data Analytics Course
A1398,Data Analytcis ,163,NA,$206.46 ,14,3,NA,"$1,103 ",11/12/2024,Hyderabad,Tablet,Learn Data Analytics
A1399,Data Analytcis ,198,5883,NA,19,9,0.045,"$1,182 ",27-11-2024,Hyderabad,Mobile,Data Analitics Online
A1400,Data Analytcis ,86,3555,$225.23 ,11,6,0.035,"$1,193 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1401,Data Analytcis ,89,3760,$218.69 ,21,9,0.101,"$1,474 ",25-11-2024,Hyderabad,Desktop,Learn Data Analytics
A1402,Data Analytics ,118,3596,$236.66 ,29,9,0.076,"$1,154 ",11/23/2024,Hyderabad,Tablet,Data Analytics Course
A1403,DataAnalytics,NA,3217,$232.15 ,21,8,NA,"$1,726 ",21-11-2024,Hyderabad,Mobile,Data Anaytics Training
A1404,Data Analytcis ,95,5386,$184.96 ,23,8,0.051,"$1,045 ",20-11-2024,Hyderabad,Desktop,Online Data Analytic
A1405,Data analytics ,144,5381,$199.43 ,10,10,0.069,"$1,085 ",11/9/2024,Hyderabad,Desktop,Data Anaytics Training
A1406,Data Analytcis ,107,5536,$238.75 ,15,3,0.034,"$1,822 ",11/17/2024,Hyderabad,Mobile,Analytics For Data
A1407,Data Analytics ,146,3165,$211.09 ,16,7,0.048,"$1,706 ",11/8/2024,Hyderabad,Mobile,Learn Data Analytics
A1408,Data analytics ,114,5217,$247.94 ,11,10,0.088,"$1,876 ",11/18/2024,Hyderabad,Desktop,Data Analitics Online
A1409,Data Analytcis ,162,4301,$223.77 ,21,7,0.043,"$1,066 ",20-11-2024,Hyderabad,Mobile,Learn Data Analytics
